COD_ESTADO,ADM1_PCODE,estado_txt_es,COD_MUNIC,ADM2_PCODE,municipio_txt_es,COD_PARROQ,ADM3_PCODE,parroquias_txt_es,ADM0_ES,ADM0_EN
1,VE01,Distrito Federal,1,VE0101,Libertador,1,VE010101,Altagracia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,2,VE010102,Antimano,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,3,VE010103,Candelaria,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,4,VE010104,Caricuao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,5,VE010105,Catedral,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,6,VE010106,Coche,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,7,VE010107,El Junquito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,8,VE010108,El Paraiso,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,9,VE010109,El Recreo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,10,VE010110,El Valle,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,11,VE010111,La Pastora,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,12,VE010112,La Vega,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,13,VE010113,Macarao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,14,VE010114,San Agustin,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,15,VE010115,San Benardino,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,16,VE010116,San Jose,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,17,VE010117,San Juan,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,18,VE010118,San Pedro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,19,VE010119,Santa Rosalia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,20,VE010120,Santa Teresa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,21,VE010121,Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
1,VE01,Distrito Federal,1,VE0101,Libertador,22,VE010122,23 De Enero,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,1,VE0201,Autonomo Alto Orinoco,0,VE020100,Autonomo Alto Orinoco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,2,VE0202,Autonomo Atabapo,0,VE020200,Autonomo Atabapo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,3,VE0203,Autonomo Atures,0,VE020300,Autonomo Atures,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,4,VE0204,Autonomo Autana,0,VE020400,Autonomo Autana,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,5,VE0205,Autonomo Maroa,0,VE020500,Autonomo Maroa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,6,VE0206,Autonomo Manapiare,0,VE020600,Autonomo Manapiare,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
2,VE02,Amazonas,7,VE0207,Autonomo Rio Negro,0,VE020700,Autonomo Rio Negro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,1,VE0301,Anaco,1,VE030101,Capital Anaco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,1,VE0301,Anaco,2,VE030102,San Joaquin,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,2,VE0302,Aragua,1,VE030201,Capital Aragua,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,2,VE0302,Aragua,2,VE030202,Cachipo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,3,VE0303,Fernando De PeÃ±alv,1,VE030301,Capital Fernando De PeÃ±alv,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,3,VE0303,Fernando De PeÃ±alv,2,VE030302,San Miguel,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,3,VE0303,Fernando De PeÃ±alv,3,VE030303,Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,4,VE0304,Francisco Del Carm,1,VE030401,Valle De Guanape,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,4,VE0304,Francisco Del Carm,2,VE030402,Santa Barbara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,5,VE0305,Francisco De Miran,1,VE030501,Capital Francisco De Miran,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,5,VE0305,Francisco De Miran,2,VE030502,Atapirire,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,5,VE0305,Francisco De Miran,3,VE030503,Boca Del Pao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,5,VE0305,Francisco De Miran,4,VE030504,El Pao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,6,VE0306,Guanta,1,VE030601,Guanta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,6,VE0306,Guanta,2,VE030602,Chorreron,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,7,VE0307,Independencia,1,VE030701,Capital Independencia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,7,VE0307,Independencia,2,VE030702,Mamo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,8,VE0308,Juan Antonio Sotil,1,VE030801,Capital Puerto La Cruz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,8,VE0308,Juan Antonio Sotil,2,VE030802,Pozuelos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,9,VE0309,Juan Manuel Cajiga,1,VE030901,Capital Onoto,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,9,VE0309,Juan Manuel Cajiga,2,VE030902,San Pablo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,10,VE0310,Jose Gregorio Mona,1,VE031001,Capital Jose Gregorio Mona,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,10,VE0310,Jose Gregorio Mona,2,VE031002,Piar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,10,VE0310,Jose Gregorio Mona,3,VE031003,San Diego De Cabrutica,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,10,VE0310,Jose Gregorio Mona,4,VE031004,Santa Clara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,10,VE0310,Jose Gregorio Mona,5,VE031005,Uverito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,10,VE0310,Jose Gregorio Mona,6,VE031006,Zuata,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,11,VE0311,Libertad,1,VE031101,Capital Libertad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,11,VE0311,Libertad,2,VE031102,El Carito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,11,VE0311,Libertad,3,VE031103,Santa Ines,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,12,VE0312,Manuel Ezequiel Br,1,VE031201,Capital Clarines,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,12,VE0312,Manuel Ezequiel Br,2,VE031202,Guanape,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,12,VE0312,Manuel Ezequiel Br,3,VE031203,Sabana De Uchire,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,13,VE0313,Pedro Maria Freite,1,VE031301,Capital Pedro Maria Freite,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,13,VE0313,Pedro Maria Freite,2,VE031302,Libertador,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,13,VE0313,Pedro Maria Freite,3,VE031303,Santa Rosa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,13,VE0313,Pedro Maria Freite,4,VE031304,Urica,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,14,VE0314,Piritu,1,VE031401,Capital Piritu,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,14,VE0314,Piritu,2,VE031402,San Francisco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,15,VE0315,San Jose De Guanip,1,VE031501,Capital San Jose De Guanip,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,16,VE0316,San Juan De Capist,1,VE031601,Capital Boca De Uchire,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,16,VE0316,San Juan De Capist,2,VE031602,Boca De Chavez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,17,VE0317,Santa Ana,1,VE031701,Capital Santa  Ana,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,17,VE0317,Santa Ana,2,VE031702,Pueblo Nuevo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,18,VE0318,Simon Bolivar,1,VE031801,El Carmen,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,18,VE0318,Simon Bolivar,2,VE031802,San Cristobal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,18,VE0318,Simon Bolivar,3,VE031803,Bergantin,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,18,VE0318,Simon Bolivar,4,VE031804,Caigua,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,18,VE0318,Simon Bolivar,5,VE031805,El Pilar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,18,VE0318,Simon Bolivar,6,VE031806,Naricual,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,19,VE0319,Simon Rodriguez,1,VE031901,Edmundo Barrios,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,20,VE0320,Sir Artur Mc Grego,1,VE032001,El Chaparro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,20,VE0320,Sir Artur Mc Grego,2,VE032002,Tomas Alfaro Calatrava,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,21,VE0321,Diego Bautista Urb,1,VE032101,Lecherias,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
3,VE03,Anzoategui,21,VE0321,Diego Bautista Urb,2,VE032102,El Morro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,1,VE0401,Achaguas,1,VE040101,Urbana Achaguas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,1,VE0401,Achaguas,2,VE040102,Apurito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,1,VE0401,Achaguas,3,VE040103,El Yagual,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,1,VE0401,Achaguas,4,VE040104,Guachara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,1,VE0401,Achaguas,5,VE040105,Mucuritas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,1,VE0401,Achaguas,6,VE040106,Queseras Del Medio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,2,VE0402,Biruaca,1,VE040201,Biruaca,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,3,VE0403,MuÃ±oz,1,VE040301,Bruzual,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,3,VE0403,MuÃ±oz,2,VE040302,Mantecal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,3,VE0403,MuÃ±oz,3,VE040303,Quintero,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,3,VE0403,MuÃ±oz,4,VE040304,Rincon Hondo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,3,VE0403,MuÃ±oz,5,VE040305,San Vicente,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,4,VE0404,Paez,1,VE040401,Guasdualito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,4,VE0404,Paez,2,VE040402,Aramendi,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,4,VE0404,Paez,3,VE040403,El Amparo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,4,VE0404,Paez,4,VE040404,San Camilo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,4,VE0404,Paez,5,VE040405,Urdaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,5,VE0405,Pedro Camejo,1,VE040501,San Juan De Payara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,5,VE0405,Pedro Camejo,2,VE040502,Codazzi,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,5,VE0405,Pedro Camejo,3,VE040503,Cunaviche,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,6,VE0406,Romulo Gallegos,1,VE040601,Elorza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,6,VE0406,Romulo Gallegos,2,VE040602,La Trinidad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,7,VE0407,San Fernando,1,VE040701,San Fernando,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,7,VE0407,San Fernando,2,VE040702,El Recreo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,7,VE0407,San Fernando,3,VE040703,PeÃ±alver,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
4,VE04,Apure,7,VE0407,San Fernando,4,VE040704,San Rafael De Atamaica,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,1,VE0501,Bolivar,1,VE050101,Capital Bolivar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,2,VE0502,Camatagua,1,VE050201,Capital Camatagua,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,2,VE0502,Camatagua,2,VE050202,Carmen De Cura,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,2,VE050302,Choroni,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,3,VE050303,Las Delicias,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,4,VE050304,Madre Maria De San Jose,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,5,VE050305,Joaquin Crespo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,6,VE050306,Pedro Jose Ovalles,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,7,VE050307,Jose Casanova Godoy,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,8,VE050308,Andres Eloy Blanco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,3,VE0503,Girardot,9,VE050309,Los Tacariguas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,4,VE0504,Jose Angel Lamas,0,VE050400,Capital Jose Angel Lamas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,5,VE0505,Jose Felix Ribas,1,VE050501,Capital Jose Felix Ribas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,5,VE0505,Jose Felix Ribas,2,VE050502,Castor Nieves Rios,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,5,VE0505,Jose Felix Ribas,3,VE050503,Las Guacamayas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,5,VE0505,Jose Felix Ribas,4,VE050504,Pao De Zarate,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,5,VE0505,Jose Felix Ribas,5,VE050505,Zuata,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,6,VE0506,Jose Rafael Reveng,0,VE050600,Capital Jose Rafael Reveng,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,7,VE0507,Libertador,1,VE050701,Capital Libertador,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,7,VE0507,Libertador,2,VE050702,San Martin De Porres,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,8,VE0508,Mario BriceÃ±o Irag,1,VE050801,Capital Mario BriceÃ±o Irag,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,8,VE0508,Mario BriceÃ±o Irag,2,VE050802,CaÃ±a De Azucar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,9,VE0509,San Casimiro,1,VE050901,Capital San Casimiro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,9,VE0509,San Casimiro,2,VE050902,GÃµiripa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,9,VE0509,San Casimiro,3,VE050903,Ollas De Caramacate,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,9,VE0509,San Casimiro,4,VE050904,Valle Morin,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,10,VE0510,San Sebastian,1,VE051001,Capital San Sebastian,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,11,VE0511,Santiago MariÃ±o,1,VE051101,Capital Santiago MariÃ±o,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,11,VE0511,Santiago MariÃ±o,2,VE051102,Arevalo Aponte,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,11,VE0511,Santiago MariÃ±o,3,VE051103,Chuao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,11,VE0511,Santiago MariÃ±o,4,VE051104,Saman De GÃµere,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,11,VE0511,Santiago MariÃ±o,5,VE051105,Alfredo Pacheco Miranda,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,12,VE0512,Santos Michelena,1,VE051201,Capital Santos Michelena,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,12,VE0512,Santos Michelena,2,VE051202,Tiara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,13,VE0513,Sucre,2,VE051302,Bella Vista,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,13,VE0513,Sucre,1,VE051301,Capital Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,14,VE0514,Tovar,1,VE051401,Capital Tovar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,15,VE0515,Urdaneta,1,VE051501,Capital Urdaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,15,VE0515,Urdaneta,2,VE051502,Las PeÃ±itas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,15,VE0515,Urdaneta,3,VE051503,San Francisco De Cara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,15,VE0515,Urdaneta,4,VE051504,Taguay,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,16,VE0516,Zamora,1,VE051601,Capital Zamora,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,16,VE0516,Zamora,2,VE051602,Magdaleno,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,16,VE0516,Zamora,3,VE051603,San Francisco De Asis,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,16,VE0516,Zamora,4,VE051604,Valles Del Tucutunemo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,16,VE0516,Zamora,5,VE051605,Augusto Mijares,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,17,VE0517,Francisco Linares,1,VE051701,Capital Francisco Linares,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,17,VE0517,Francisco Linares,2,VE051702,Francisco De Miranda,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,17,VE0517,Francisco Linares,3,VE051703,MonseÃ±or Feliciano Gonzale,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
5,VE05,Aragua,18,VE0518,Ocumare De La Cost,1,VE051801,Capital Ocumare De La Cost,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,1,VE0601,Alberto Arvelo Tor,1,VE060101,Sabaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,1,VE0601,Alberto Arvelo Tor,2,VE060102,Rodriguez Dominguez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,2,VE0602,Antonio Jose De Su,1,VE060201,Ticoporo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,2,VE0602,Antonio Jose De Su,2,VE060202,Andres Bello,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,2,VE0602,Antonio Jose De Su,3,VE060203,Nicolas Pulido,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,3,VE0603,Arismendi,1,VE060301,Arismendi,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,3,VE0603,Arismendi,2,VE060302,Guadarrama,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,3,VE0603,Arismendi,3,VE060303,La Union,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,3,VE0603,Arismendi,4,VE060304,San Antonio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,1,VE060401,Barinas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,2,VE060402,Alfredo Arvelo Larriva,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,3,VE060403,San Silvestre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,4,VE060404,Santa Ines,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,5,VE060405,Santa Lucia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,6,VE060406,Torunos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,7,VE060407,El Carmen,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,8,VE060408,Romulo Betancourt,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,9,VE060409,Corazon De Jesus,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,10,VE060410,Ramon Ignacio Mendez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,11,VE060411,Alto Barinas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,12,VE060412,Manuel Palacios Fajardo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
6,VE06,Barinas,4,VE0604,Barinas,13,VE060413,Juan Antonio Rodriguez Dom,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
